Train,From,Class,Engine,Destination,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,300,121,122,168,169,170,171,172,173,123,124,125,126,127,128,129,130,131,132,133,134,135,136,305,137,301,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,174,175,176,177,178,179,180,181,182
08:23,Sevenoaks,Pass,EMU,Blackfriars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S08.24,,S08.29,,,S08.34,,S08.36/08.37,,S08.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:25,Ramsgate,XP,WC,Victoria,S08.25,,S08.29,S08.33,,S08.39/08.41,S08.46,,,,S08.59/09.00,,,S09.08,,P09.18,,,,P9.25,,,,,,,,,,,,,P09.34,,P09.37,,P09.39,,,P09.40,,,P09.51,,,,,,,P10.01,,,,,,P10.1,,,,,P1.12,,,,,,,,P10.20,,,P10.21,,,,T10.27,,,,,,,,,
08:30,Ramsgate,Light,WC,Margate,S08.30,,,,T08.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:31,Orpington,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P08.36,,S08.38,,S08.40/08.41,,S08.43,,S08.46,,,S08.48,S08.50,S08.53,S08.55,,,S08.58,,,,,,,,,,,,,,,
08:33,Orpington,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S08.33,,S08.35/08.36,,S08.38,,S08.41,,,S08.43,S08.45,S08.48,S08.50,,,S08.53,,,,,,,,,,,,,,,
08:37,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S08.37,S08.40/08.43,,S08.44/08.45,,,T08.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:43,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S08.43,S08.45/08.47,,S08.48/08.49,,,P08.51,,,P09.00,,,,,,,S09.12,,,,,,S09.21/09.22,,,,,P09.26,,,,,,,,P09.33,,,P09.34,,,,T09.41,,,,,,,,,
08:43,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P08.48,,S08.49,,S08.51/08.52,,S08.55,,S08.58,,,S09.00,S09.02,S09.05,S09.07,,,S09.11,,S09.14,,,,T09.20,,,,,,,,,
08:44,Ramsgate,Pass,E1 4-4-0,Chatham,S08.44,,S08.48,S08.52,,S08.58/09.01,S09.06,S09.11,,,S09.22/09.23,,S09.29,S09.34,,S09.44/09.47,,S09.56,,S10.02/10.03,,,,,,,,,,,,,S10.17/10.18,,T10.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:49,Sole St,Pass,EMU,Swanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S08.49,,S08.52,S08.56,,S09.01,,T09.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:53,Bickley,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S08.53,,S08.55/08.56,,S08.59,,S09.02,,,S09.04,S09.06,,S09.10,,,,T09.13,,,,,,,,,,,,,,
08:57,Maidstone,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P09.31,,,,,,,,S09.4/09.41,,P09.43,,P09.45,,,,,,,,,,T09.52,,,,,,,,,,,,,,
08:57,Sittingbourne,Light,C0-6-0,Gillingham,,,,,,,,,,,,,,,,,,,,,S08.57,,,,,,,,,,,,,T09.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:59,Herne Hill,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S08.59,,,S09.01,,,,T09.06,,,,,,,,,
09:00,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P09.05,,S09.09,,S09.10.0911,,S09.14,,S09.17,,,S09.19,S09.21,S09.24,S09.26,,,S09.28,,S09.30,,,,T09.37,,,,,,,,,
09:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S09.24,S09.29,,,S09.34,,S09.36/09.37,,T09.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:04,Swanley,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S09.04,S09.09,,,S09.14,,S09.16/09.17,,S09.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:08,Sittingbourne,Pass,2-6-2T,Sheerness,,,,,,,,,,,,,,,,,,,,S09.08,,P09.09,P09.10,,S09.13,,S09.19,S09.24,T09.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:10,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S09.10,S09.13/09.15,,S09.17/09.18,,,T09.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:16,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P09.21,,S09.23,,S09.26/09.31,,S09.34,,S09.37,,,S09.39,S09.41,S09.44,S09.46,,,S09.48,,S09.50,,,,T09.56,,,,,,,,,
09:20,Dover,XP,WC,Victoria,,,,,,,,,,,,,,,,P10.09,,,,P10.17,,,,,,,,,,,,,P10.27,,S10.30/10.32,,P10.34,,,P10.35,,,P10.47,,,,,,,P10.59,,,,,,S11.08/11.09,,,,,P11.13,,,,,,,,P11.21,,,P11.22,,,,T11.28,S09.20,S09.27,S09.36,,S09.42,,,S09.52/09.54,
09:22,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S09.41,S09.46,,,S09.51,,S09.54/09.57,,S10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:25,Ramsgate,XP,BR5 4-6-0,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10.37,,P10.39,,,P10.40,,,P10.51,,,,,,,P11.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:40,Chatham,ECS,EMU,Stewarts Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S09.40,,P09.44,,P09.45,,,P10.00,,,,,,,P10.14,P10.19,,,,,P10.22,,,,,,,P10.27,,,,,,P10.38,,,P10.40,,,T10.43,,,,,,,,,,
09:40,Gillingham,Pass,EMU,Cannon St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S09.40,S09.43/09.44,,S09.45/09.46,,,T09.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:40,Herne Hill,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S09.40,,,S09.42,,,,T09.48,,,,,,,,,
09:42,Ashford,Pass,2-6-2T,Margate,S10.50,,S10.54,S10.58,,T11.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:42,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P09.47,,S09.49,,S09.51/09.52,,S09.54,,S09.57,,,S09.59,S10.01,S10.05,S10.06,,,S10.09,,S10.11,,,,T10.16,,,,,,,,,
09:42,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S10.04,S10.09,,,S10.14,,S10.16/10.17,,S10.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:45,Gillingham,ECS,C0-6-0,Strood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S09.45,P09.49,,P09.52,,,T09.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:54,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S09.54,S09.57/09.59,,S10.00/10.01,,,P10.03,,,S10.13,,S10.15,S10.20,,S10.24,,S10.32,,,,,,S10.42/10.43,,,,,P10.47,,,,,,,,P10.53,,,P10.54,,,,T10.59,,,,,,,,,
09:58,Ashford,Goods,N2-6-0,Hither Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P12.15,,,T12.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:58,Herne Hill,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S09.58,,,S10.00,,,,T10.06,,,,,,,,,
10:00,Dover,Goods,N2-6-0,Hoo Junction,,,,,,,,,,,,,,,,,S12.06/12.35,,,P12.53,,,,,,,,,,,,,P13.17,,P13.22,,,,,T13.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10.10,,P10.30,S10.35/11.14,,,,P11.39,P11.57
10:00,Gillingham,Goods,C0-6-0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S10.00,P10.05,,P10.08,,T10.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:02,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10.07,,S10.09,,S10.11/10.12,,S10.14,,S10.17,,,S10.19,S10.21,S10.25,S10.26,,,S10.29,,S10.31,,,,T10.36,,,,,,,,,
10:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S10.24,S10.29,,,S10.34,,S10.36/10.37,,T10.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:08,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S10.08,S10.11/10.15,,S10.16/10.17,,,T10.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:12,Tonbridge,Pass,C0-6-0,Margate,S12.34,,S12.38,S12.42,T12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:19,Sittingbourne,Pass,H0-4-4T,Sheerness,,,,,,,,,,,,,,,,,,,,S10.19,,P10.20,P10.21,,S10.24,,,S10.33,T10.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:20,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10.25,,S10.29,,S10.31/10.32,,S10.34,,S10.37,,,S10.39,S10.41,S10.45,S10.46,,,S10.49,,S10.51,,,,T10.56,,,,,,,,,
10:22,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S10.41,S10.46,,,S10.51,,S10.54/10.57,,S11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:35,Chatham,ECS,E1 4-4-0,Strood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S10.35,,P10.37,,,T10.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:40,Gillingham,Pass,EMU,Cannon St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S10.40,S10.43/10.47,,S10.48/10.49,,,T10.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:42,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10.47,,S10.49,,S10.51/10.52,,S10.54,,S10.57,,,S10.59,S11.01,S11.04,S11.06,,,S11.09,,S11.11,,,,T11.16,,,,,,,,,
10:42,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S11.04,S11.09,,,S11.14,,S11.16/11.17,,S11.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:45,Ashford,Pass,V4-4-0,Margate,S11.44,,S11.48,S11.52,,T11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:48,Orpington,Pass,EMU,Bickley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10.52,,T10.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:54,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S10.54,S10.57/10.59,,S11.00/11.01,,,P11.03,,,S11.13,,S11.15,S11.20,,S11.24,,S11.32,,,,,,S11.42/11.43,,,,,P11.47,,,,,,,,P11.53,,,P11.54,,,,T11.59,,,,,,,,,
11:00,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P11.05,,S11.09,,S11.11/11.12,,S11.14,,S11.17,,,S11.19,S11.21,S11.24,S11.26,,,S11.28,,S11.30,,,,T11.36,,,,,,,,,
11:00,Sheperdswell,Goods,N2-6-0,Hoo Junction,,,,,,,,,,,,,,,,,S11.52/12.02,,,P12.18,,,,,,,,,,,,,S12.42/12.44,,P12.48,,P12.52,,,T12.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S11.00,,,,,P11.24,P11.42
11:00,Sittingbourne,Pass,2-6-2T,Sheerness,,,,,,,,,,,,,,,,,,,,S11.00,,P11.01,P11.02,,S11.05,,S11.14,S11.19,T11.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S11.24,S11.29,,,S11.34,,S11.36/11.37,,T11.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:07,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S11.07,S11.10/11.12,,S11.13/11.14,,,T11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:15,Charing Cross,XP,WC,Margate,S14.17,,S14.21,S14.25,T14.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:15,Ramsgate,XP,BR4 2-6-0,Victoria,S11.15,,S11.19,S11.23,,S11.29/11.32,S11.37,S11.42,,,S11.54/11.56,,S12.02,S12.08,,S12.18/12.24,,S12.33,,S12.39/12.42,,,,,,,,,,,S12.50,S12.56,S13.01/13.02,,S13.06/13.11,,S13.13/13.14,,,P13.16,,,P13.29,,,,,,,P13.40,,,,,,S13.49/13.51,,,,,P13.55,,,,,,,,P14.03,,,P14.04,,,,T14.10,,,,,,,,,
11:18,Sheerness,Pass,H0-4-4T,Gillingham,,,,,,,,,,,,,,,,,,,,,,,,,S11.33,,,S11.25,S11.18,P11.36,P11.37,,,T11.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:19,Dover,Pass,D1 4-4-0,Faversham,,,,,,,,,,,,,,,,,T12.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S11.19,S11.25,S11.32,S11.37,S11.40,S11.43,S11.49,S11.54/11.57,S12.10
11:22,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P11.27,,S11.29,,S11.31/11.32,,S11.34,,S11.37,,,S11.39,S11.41,S11.44,S11.46,,,S11.48,,S11.51,,,,T11.56,,,,,,,,,
11:22,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S11.44,S11.49,,,S11.54,,S11.56/11.57,,T12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:24,Chatham,Goods,N2-6-0,Hoo Junction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S11.24,T11.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:42,Gillingham,Pass,EMU,Cannon St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S11.42,S11.45/11.47,,S11.48/11.49,,,T11.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:42,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P11.47,,S11.49,,S11.51/11.52,,S11.54,,S11.57,,,S11.59,S12.01,S12.04,S12.06,,,S12.09,,S12.11,,,,T12.16,,,,,,,,,
11:42,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S12.12,S12.14,,S12.16/12.17,,S12.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:53,Sittingbourne,Pass,C0-6-0,Sheerness,,,,,,,,,,,,,,,,,,,,S11.53,,P11.54,P11.55,,S11.58,,S12.04,S12.07,T12.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:54,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S11.54,S11.57/11.59,,S12.00/12.01,,,P12.03,,,S12.13,,S12.15,S12.20,,S12.24,,S12.32,,,,,,S12.42/12.43,,,,,P12.47,,,,,,,,P12.53,,,P12.54,,,,T12.59,,,,,,,,,
11:59,Ramsgate,Goods,C0-6-0,Broadstairs,S11.59,,,T12.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:02,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P12.07,,S12.09,,S12.11/12.12,,S12.14,,S12.17,,,S12.19,S12.21,S12.24,S12.26,,,S12.28,,S12.31,,,,T12.36,,,,,,,,,
12:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S12.24,S12.29,,,S12.34,,S12.36/12.37,,T12.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:07,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S12.07,S12.10/12.12,,S12.13/12.14,,,T12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:15,Gillingham,ECS,2-6-2T,Chatham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S12.15,,T12.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:22,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P12.27,,S12.29,,S12.31/12.32,,S12.34,,S12.37,,,S12.39,S12.41,S12.44,S12.46,,,S12.48,,S12.51,,,,T12.56,,,,,,,,,
12:22,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S12.44,S12.49,,,S12.54,,S12.56/12.57,,T13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:28,Maidstone,Pass,2-6-2T,Margate,S14.25,,S14.29,S14.33,T14.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:37,Dover,Pass,E1 4-4-0,Gillingham,,,,,,,,,,,,,,,,,S13.30/13.32,S13.41,,S13.47/13.48,,,,,,,,,,,S13.55,S14.01,,T14.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S12.37,S12.43,S12.50,S12.55,S12.58,S13.01,S13.07,S13.12/13.14,
12:40,Gillingham,Pass,EMU,Cannon St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S12.40,S12.43/12.45,,S12.47/12.49,,,T12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:42,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P12.47,,S12.49,,S12.51/12.52,,S12.54,,S12.57,,,S12.59,S13.01,S13.04,S13.06,,,S13.09,,S13.11,,,,T13.16,,,,,,,,,
12:42,Sevenoaks,Pass,E1 4-4-0,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S13.04,S13.09,,,S13.14,,S13.16/13.17,,S13.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:45,Dover,Light,N1 2-6-0,Shepherdswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S12.45,,T13.05,,,,,,
12:54,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S12.54,S12.57/12.58,,S13.00/13.01,,,P13.03,,,S13.13,,S13.15,S13.20,,S13.24,,S13.32,,,,,S13.31/13.32,,,,S13.34,,S13.37,,,S13.39,S13.41,S13.44,S13.46,,,S13.48,,S13.51,,,,T13.56,,,,,,,,,
12:56,Chatham,Pass,2-6-2T,Sheerness,,,,,,,,,,,,,,,,,,,,S13.26,,P13.27,P13.28,,S13.31,,,S13.42,T13.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P13.05,,S13.09,,S13.11/13.12,,S13.14,,S13.17,,,S13.19,S13.21,S13.24,S13.26,,,S13.29,,S13.31,,,,T13.36,,,,,,,,,
13:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S13.24,S13.29,,,S13.34,,S13.36/13.37,,T13.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:05,Dover,Pass,L4-4-0,Faversham,,,,,,,,,,,,,,,,,T14.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S13.05,S13.11,S13.19,S13.24,S13.27,S13.30,S13.36,S13.41/13.43,S13.56
13:10,Dover,Boat,MN 4-6-2,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14.43,,,,P14.46,,P14.48,,,T14.50,,,,,,,,,,,,,,,,,,,,,,,
13:10,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S13.10,S13.13/13.15,,S13.16/13.17,,,T13.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10,Ramsgate,XP,brs,Victoria,S13.10,,S13.14,S13.18,,S13.25/13.29,S13.34,S13.39,,,S13.50/13.52,,S13.58,S14.03,,S14.13/14.19,,,,S14.30/14.32,,,,,,,,,,,,,S14.45/14.46,,S14.50/14.53,,P14.55,,,P14.56,,,P15.09,,,,,,,P15.19,,,,P15.26,,S15.28/16.29,,P15.31,,,P15.33,,,,,,,,P15.41,,,,,,,T15.48,,,,,,,,,
13:15,Charing Cross,XP,wc,Margate,S16.02,,S16.06,S16.10,T16.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:20,Whitstable,Goods,N2-6-0,Faversham,,,,,,,,,,,,,,S13.20,S13.27/13.29,,T13.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
