Train,From,Class,Engine,Destination,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,300,121,122,168,169,170,171,172,173,123,124,125,126,127,128,129,130,131,132,133,134,135,136,305,137,301,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,174,175,176,177,178,179,180,181,182
17:57,Sittingbourne,Pass,2-6-2T,Sheerness,,,,,,,,,,,,,,,,,,,,S17.57,,P17.58,P17.59,,S18.02,,,S18.08,T18.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:58,Maidstone,Pass,2-6-4T,Margate,S19.53,,S19.57,S20.01,T20.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P18.05,,S18.07,,S18.10/18.14,,S18.16,,S18.19,,,S18.21,S18.23,S18.26,S18.28,,,S18.30,,S18.32,,,,T18.38,,,,,,,,,
18:00,Ramsgate,Goods,Brs 4-6-0,Herne Bay?,S18.00,,,S18.10/18.54,S19.02/20.08,,P20.17,S20.24/21.08,,,,S21.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S18.24,S18.29,,,S18.34,,S18.36/18.37,,T18.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:08,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S18.08,S18.11/18.12,,S18.14/18.15,,,T18.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:10,Dover,Boat,MN 4-6-2,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P19.29,,,P19.32,,P19.33,,,P19.35,,,,,,,,P19.43,,,P19.44,,,,T19.50,,,,,,,,,
18:20,Bickley,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S18.20,,S18.22/18.23,,P18.25,,P18.27,,,,,,,,T18.34,,,,,,,,,,,,,,,,
18:20,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P18.25,S18.30,,S18.33/18.34,,S18.36,,,S18.39,,S18.41,,S18.43,S18.46,S18.48,,S18.50,,,S18.52,,,,T18.58,,,,,,,,,
18:22,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P18.52,S18.54,,S18.56/18.57,,T19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:42,Gillingham,Pass,EMU,Cannon St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S18.42,S18.45/18.47,,S18.48/18.49,,,T18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:42,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P18.47,,S18.49,,S18.51/18.52,,S18.54,,S18.57,,,S18.59,S19.01,S19.04,S19.06,,,S19.08,,S19.11,,,,T19.16,,,,,,,,,
18:42,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P19.12,S19.14,,S19.16/19.17,,S19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:50,Dover,Goods,N2-6-0,Hoo Junction,,S22.35,,,,P22.44,,,,,,P23.14,,,,,S23.40/01.15,,,,P01.35,,,,,,,,,,,,S02.02/02.15,,,P02.18,,P02.21,S02.23/03.05,T03.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:54,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S18.54,S18.57/18.59,,S19.00/19.01,,,P19.03,,,S19.13,,S19.15,S19.19,,S19.24,,S19.33,,,,,,S19.42/19.43,,P19.47,,,,,,,,,,,P19.53,,,P19.54,,,,T19.59,,,,,,,,,
19:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S19.24,S19.29,,,S19.34,,S19.36/19.37,,T19.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:05,Sheerness,Pass,C & LM2,Chatham,,,,,,,,,,,,,,,,,,,,S19.25/19.30,,P19.24,P19.23,,S19.20,,,S19.13,S19.05,,S19.37,S19.43,S19.48/19.49,,T19.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:07,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P19.12,,S19.14,,S19.16/19.17,,S19.19,,S19.22,,,,S19.25,,,,,S19.31,,S19.33,,,,T19.38,,,,,,,,,
19:09,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S19.09,S19.12/19.14,,S19.15/19.17,,,T19.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:12,Tonbridge,Pass,L4-4-0,Margate,S21.35,,S21.39,S21.43,T21.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:15,Charing Cross,XP,wc,Margate,S21.48,,S21.52,S21.56,T22.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:17,Teynham,Goods,2-6-2T,Gillingham,,,,,,,,,,,,,,,,,,S19.17,,,S19.23/19.58,,,,,,,,,,S20.08/20.58,S21.04/21.34,,T21.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:20,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P19.25,S19.30,,,S19.32/19.33,,S19.35,,S19.38,,,S19.40,S19.42,S19.45,S19.47,,,S19.50,,S19.52,,,,T19.57,,,,,,,,,
19:22,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S19.44,S19.49,,,S19.54,,S19.56/19.57,,T20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:35,Chatham,Goods,N2-6-0,Fawkham ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S19.35,P19.40,,,P20.02,,,,T20.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:35,Ramsgate,Pass,E1 4-4-0,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S23.18,,,,,,S23.30/23.32,,P23.34,,,P23.36,,,,,,,,,,T23.45,,,,,,,,,,,,,,
19:35,S'Cliffe,Goods,N2-6-0,Faversham,,,,,,,,,,,,,,,,,S00.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P21.50,,,S22.35/00.00,,,,P00.20,
19:39,Faversham,Pass,D1 4-4-0,Gillingham,,,,,,,,,,,,,,,,S19.39,,,,S19.50/19.51,,,,,,,,,,,,S20.01,,T20.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:40,Gillingham,Pass,EMU,Cannon St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S19.40,S19.43/19.47,,S19.48/19.49,,,T19.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:42,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P19.47,,S19.49,,S19.51/19.52,,S19.54,,S19.57,,,S19.59,S20.01,S20.04,S20.06,,,S20.08,,S20.11,,,,T20.16,,,,,,,,,
19:42,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P20.12,S20.14,,S20.16/20.17,,S20.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:45,Ramsgate,XP,Brs 4-6-0,Victoria,S19.45,,S19.49,S19.53,,S19.59/20.02,S20.07,S20.12,,,S20.23/20.25,,S20.31,S20.37,,S20.47/20.50,,,,S21.01/21.03,,,,,,,,,,,,,S21.16/21.18,,S21.22/21.29,,P21.31,,,P21.32,,,P21.45,,,,,,,P21.55,,,,,,S22.05/22.07,,,,,P22.11,,,,,,,,P22.19,,,P22.20,,,,T22.26,,,,,,,,,
19:45,Sittingbourne,Pass,2-6-2T,Sheerness,,,,,,,,,,,,,,,,,,,,S19.45,,P19.46,P19.47,,S19.50,,,S20.01,T20.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:48,Dover,Pass,U1 2-6-0,Faversham,,,,,,,,,,,,,,,,,T20.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S19.48,S19.54,S20.02,S20.07,S20.10,S20.13,S20.19,S20.24/20.26,S20.39
19:54,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S19.54,S19.57/19.59,,S20.00/20.01,,,P20.03,,,S20.13,,S20.15,S20.20,,S20.24,,S20.33,,,,,,S20.42/20.43,,P20.47,,,,,,,,,,,P20.53,,,P20.54,,,,T20.59,,,,,,,,,
19:57,Swanley,parcels,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S19.57,S20.05,,,,,,S20.14/20.20,,,,S20.24/20.40,,,S20.49,S20.54,,,,,T20.59,,,,,,,,,,,,,,,
20:00,Dover,Goods,N2-6-0,Hither Green,,,,,,,,,,,,,,,,,S22.50/23.50,,,,P00.10,,,,,,,,,,,,,S00.35/00.55,,P01.00,,P01.05,,T01.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P20.10,,S20.30/21.00,,,,,S21.25/22.16,
20:00,Gravesend,Goods,C 0-6-0,BLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S21.58,,P22.09,P22.16,T22.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:02,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P20.07,,S20.09,,S20.11/20.12,,S20.14,,S20.17,,,S20.19,S20.21,S20.24,S20.26,,,S20.28,,S20.31,,,,T20.37,,,,,,,,,
20:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P20.32,S20.34,,S20.36/20.37,,T20.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:04,Orpington,ECS,EMU,Bickley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P20.10,,T20.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:08,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S20.08,S20.11/20.13,,S20.15/20.17,,,T20.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:18,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P20.23,S20.29,,S20.32/20.33,,S20.35,,,S20.38,,S20.40,,S20.42,S20.45,S20.47,,S20.50,,,S20.51,,,,T20.57,,,,,,,,,
20:22,Fawkham,Goods,N2-6-0,Waddon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S20.22,P20.29,,P20.47,,,,,,P21.05,,,,,S21.10,,,,,,,,,,,,,,,,,,,,,,,,
20:27,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S20.27,S20.30/20.32,,S20.34/20.35,,,P20.37,,,S20.47,,S20.49,S20.53,,S20.58,,S21.11,,,,,,S21.21/21.22,,,,,P21.25,,,,,,,,P21.32,,,P21.33,,,,T21.39,,,,,,,,,
20:40,Ashford,Goods,N1 2-6-0,Hither Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P23.05,,,P23.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:42,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S20.42,S20.45/20.47,,S20.48/20.49,,,T20.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:42,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P20.47,,S20.49,,S20.51/20.52,,S20.54,,S20.57,,,S20.59,S21.01,S21.04,S21.06,,,S21.08,,S21.11,,,,T21.16,,,,,,,,,
20:42,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P21.12,S21.14,,S21.16/21.17,,S21.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:51,Sittingbourne,Pass,2-6-2T,Sheerness,,,,,,,,,,,,,,,,,,,,S20.51,,P20.52,P20.53,,S21.56,,,S21.04,T21.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:54,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S20.54,S20.57/20.59,,S21.00/21.01,,,P21.03,,,S21.13,,S21.15,S21.20,,S21.24,,S21.33,,,,,,S21.42/21.43,,P21.47,,,,,,,,,,,P21.53,,,P21.54,,,,T21.59,,,,,,,,,
20:55,Chatham,Goods,C 0-6-0,Hoo Junction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S20.55,T20.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:59,Gillingham,parcels,EMU,Cannon St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S20.59,,S21.04/21.19,,S21.22/21.44,,P21.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:02,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P21.07,,S21.09,,S21.11/21.12,,S21.14,,S21.17,,,S21.19,S21.21,S21.24,S21.26,,,S21.28,,S21.31,,,,T21.37,,,,,,,,,
21:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S21.24,S21.29,,,S21.34,,S21.36/21.37,,T21.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:10,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S21.10,S21.13/21.15,,S21.16/21.17,,,T21.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:10,Orpington,ECS,EMU,Bickley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P21.14,,T21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:10,Ramsgate,Pass,L4-4-0,Charing Cross,S21.10,,S21.14,S21.19,,S21.25/21.28,S21.33,S21.38,,,S21.49/21.51,,S21.57,S22.02,,S22.12/22.15,,S22.24,,S22.30/22.33,,,,,,,,,,,,S22.43,S22.48/22.49,,,S22.53/23.02,,S23.04/23.05,,T23.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:10,Sittingbourne,Pass,2-6-2T,Sheerness,,,,,,,,,,,,,,,,,,,,S21.10,,P21.11,P21.12,,S21.15,,S21.21,S21.25,T21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:13,Dover,Pass,2-6-4T,Faversham,,,,,,,,,,,,,,,,,T22.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S21.13,S21.19,S21.27,S21.32,S21.35,S21.38,S21.44,S21.49/21.51,S22.04
21:15,West Malling,Goods,N1 2-6-0,St Mary Cray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S00.19,T00.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:22,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P21.27,,S21.29,,S21.31/21.32,,S21.34,,S21.37,,,S21.39,S21.41,S21.44,S21.46,,,S21.49,,S21.51,,,,T21.56,,,,,,,,,
21:22,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S21.44,S21.49,,P21.51,S21.54,,S21.56/21.57,,T22.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:22,deleteme,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T22.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:35,Dover,Goods,NI5,Hither Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P03.25,P03.27,T03.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:36,Ashford,Pass,L4-4-0,Margate,S22.41,,S22.45,S22.49,T22.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:40,Faversham,Pass,C 0-6-0,Sheerness,,,,,,,,,,,,,,,,S21.40,,S21.49,,S21.55/22.00,,T22.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:40,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S21.40,S21.43/21.46,,S21.48/21.49,,,T21.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:42,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P21.47,,S21.49,,S21.51/21.52,,S21.54,,S21.57,,,S21.59,S22.01,S22.04,S22.06,,,S22.08,,S22.11,,,,T22.16,,,,,,,,,
21:42,Queenborough,Goods,C 0-6-0,BLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P22.02,P22.08,P22.14,,S22.22/22.40,,P22.44,,P22.46,S22.48/23.15,T23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:42,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S22.04,S22.09,,,S22.14,,S22.16/22.17,,T22.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:54,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S21.54,S21.57/21.59,,S22.00/22.01,,,P22.03,,,S22.13,,S22.15,S22.20,,S22.24,,S22.33,,,,,,S22.42/22.43,,P22.47,,,,,,,,,,,P22.53,,,P22.54,,,,T22.59,,,,,,,,,
21:58,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S21.58,S22.01/22.03,,S22.05/22.08,,,T22.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P22.05,,S22.09,,S22.12/22.13,,S22.15,,S22.18,,,S22.20,S22.22,S22.25,S22.27,,,S22.30,,S22.32,,,,T22.37,,,,,,,,,
22:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S22.24,S22.29,,,S22.34,,S22.36/22.37,,T22.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:20,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P22.27,,S22.29,,S22.31/22.32,,S22.34,,S22.37,,,S22.39,S22.41,S22.44,S22.46,,,S22.49,,S22.51,,,,T22.57,,,,,,,,,
22:25,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S22.44,S22.49,,P22.51,S22.54,,S22.56/22.57,,T23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:35,Faversham,Goods,BR5 4-6-0,Brixton,,,,,,,,,,,,,,,,,S22.35,,,P22.50,,,,,,,,,,,,,P23.16,,,,,,S23.21/23.35,P23.40,,,P23.53,,,,,,,P00.10,P00.15,,,P00.26,,P00.29,,,,,P00.35,,,,,,,,,T00.58,,,,,,,,,,,,,,,
22:40,Sevenoaks,Pass,EMU,Blackfriars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S23.00,,S23.05,,,S23.10,,S23.12/23.13,,T23.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:42,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P22.47,,S22.49,,S22.51/22.52,,S22.54,,S22.57,,,S22.59,S23.01,S23.04,S23.06,,,S23.08,,S23.11,,,,T23.16,,,,,,,,,
22:45,Gillingham,Pass,EMU,S. GRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S22.45,S22.48/22.50,,S22.51/22.52,,,T22.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:45,Sittingbourne,Pass,2-6-2T,Sheerness,,,,,,,,,,,,,,,,,,,,S22.45,,P22.46,P22.47,,S22.50,,,S22.57,T23.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:47,Dover,Pass,U1 2-6-0,Faversham,,,,,,,,,,,,,,,,,T23.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S22.47,S22.53,S23.00,S23.05,S23.08,S23.11,,S23.19/23.22,
22:54,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S22.54,S22.57/22.59,,S23.00/23.01,,,P23.03,,,S23.13,,S23.15,S23.20,,S23.24,,S23.33,,,,,,,S23.42/23.43,,S23.46,,S23.49,,,S23.51,S23.53,S23.56,S23.59,,,S00.01,,S00.03,,,,T00.09,,,,,,,,,
22:55,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P23.00,,S23.02,,S23.04/23.05,,S23.07,,S23.11,,,S23.13,S23.15,S23.19,S23.23,,,S23.24,,S23.26,,,,T23.32,,,,,,,,,
23:02,Canterbury,Pass,2-6-2T,Margate,S23.38,,S23.42,S23.47,T23.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:08,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S23.27,S23.32,,,S23.37,,S23.42/23.43,,T23.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:45,Bromley South,Goods,C 0-6-0,Herne Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S23.45,,,,,,,P00.53,,,,,,T00.13,,,,,,,,,,,,,,,
23:52,Sittingbourne,Pass,C 0-6-0,Sheerness,,,,,,,,,,,,,,,,,,,,S23.52,,P23.53,P23.54,,S23.57,,S00.03,S00.08,T00.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:55,Gillingham,Goods,C0-6-0,Herne Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S23.55,,,,,,S00.06/00.35,P00.40,,,P01.10,,,,,S01.22/01.43,,P01.57,S02.05/02.25,,,,,P02.35,,,,,P02.42,,,,,,,,,T03.05,,,,,,,,,,,,,,,
